date,Controller1.dump
2012-02-01,-7.549405061667162
2012-02-01 00:15:00,-7.572602803630891
2012-02-01 00:30:00,-3.055798507501434
2012-02-01 00:45:00,-1.5032179666093604
2012-02-01 01:00:00,-2.116977911520669
2012-02-01 01:15:00,-2.542261014544287
2012-02-01 01:30:00,-2.8926253908453097
2012-02-01 01:45:00,-2.9108535303952845
2012-02-01 02:00:00,-1.9990140327437969
2012-02-01 02:15:00,-1.8340962836800276
2012-02-01 02:30:00,-3.366251406423237
2012-02-01 02:45:00,-3.952531913357003
2012-02-01 03:00:00,-3.278127605331895
2012-02-01 03:15:00,-2.6524975829914275
2012-02-01 03:30:00,-2.216355143779556
2012-02-01 03:45:00,-2.043346603030627
2012-02-01 04:00:00,-2.1500595429914275
2012-02-01 04:15:00,-2.1407112156246493
2012-02-01 04:30:00,-2.330231641405841
2012-02-01 04:45:00,-2.4021835444215083
2012-02-01 05:00:00,-2.402528088497026
2012-02-01 05:15:00,-2.175903513957383
2012-02-01 05:30:00,-2.381683492685886
2012-02-01 05:45:00,-2.4422170286273097
2012-02-01 06:00:00,-2.5337194599388067
2012-02-01 06:15:00,-2.3357482188645937
2012-02-01 06:30:00,-2.5203905840906358
2012-02-01 06:45:00,-0.6261519741217259
2012-02-01 07:00:00,-0.97128304218322
2012-02-01 07:15:00,-1.6829566620240533
2012-02-01 07:30:00,-2.316394803953127
2012-02-01 07:45:00,-2.70511877112575
2012-02-01 08:00:00,-2.343667798631943
2012-02-01 08:15:00,-2.231112971629795
2012-02-01 08:30:00,-1.1738343834147946
2012-02-01 08:45:00,-0.7003002386416011
2012-02-01 09:00:00,-0.9841219905465693
2012-02-01 09:15:00,-0.8665746534227013
2012-02-01 09:30:00,-0.6844795639229914
2012-02-01 09:45:00,-0.307713594011219
2012-02-01 10:00:00,0.2673219870320631
2012-02-01 10:15:00,0.5863181713726247
2012-02-01 10:30:00,-0.528235430351689
2012-02-01 10:45:00,-3.5673224118284828
2012-02-01 11:00:00,-3.3234536523313967
2012-02-01 11:15:00,-2.2616283447835963
2012-02-01 11:30:00,0.33166097106596903
2012-02-01 11:45:00,1.3073470991914276
2012-02-01 12:00:00,1.9880470112436162
2012-02-01 12:15:00,1.6051064683702052
2012-02-01 12:30:00,1.8328579669670741
2012-02-01 12:45:00,0.08808185281662073
2012-02-01 13:00:00,1.251512214435687
2012-02-01 13:15:00,0.06415703254482663
2012-02-01 13:30:00,-2.789191975949399
2012-02-01 13:45:00,-4.402988321913882
2012-02-01 14:00:00,-4.567192014475265
2012-02-01 14:15:00,-0.7654421665747257
2012-02-01 14:30:00,-1.3380234741513024
2012-02-01 14:45:00,-1.412768182347763
2012-02-01 15:00:00,-1.156989586306051
2012-02-01 15:15:00,-1.8149522170007035
2012-02-01 15:30:00,-4.95761542
2012-02-01 15:45:00,-2.84835696
2012-02-01 16:00:00,-0.9629435100000001
2012-02-01 16:15:00,-0.5458500500000001
2012-02-01 16:30:00,-1.2565942100000003
2012-02-01 16:45:00,-1.8284510699999996
2012-02-01 17:00:00,-3.96836214
2012-02-01 17:15:00,-4.1235618800000005
2012-02-01 17:30:00,-3.9984031799999995
2012-02-01 17:45:00,-4.200799840530554
2012-02-01 18:00:00,-4.701065235510154
2012-02-01 18:15:00,-10.32890822938214
2012-02-01 18:30:00,-9.28627461795798
2012-02-01 18:45:00,-8.131275577376757
2012-02-01 19:00:00,-7.356231885781833
2012-02-01 19:15:00,-9.55371505741546
2012-02-01 19:30:00,-15.56705315116538
2012-02-01 19:45:00,-9.704862559257307
2012-02-01 20:00:00,-7.104843169999999
2012-02-01 20:15:00,-2.7277375
2012-02-01 20:30:00,-2.84621014
2012-02-01 20:45:00,-2.52428799
2012-02-01 21:00:00,-2.31226495
2012-02-01 21:15:00,-2.2872274900000003
2012-02-01 21:30:00,-1.963605987640719
2012-02-01 21:45:00,-1.8867154764571652
2012-02-01 22:00:00,-2.078442397508337
2012-02-01 22:15:00,-1.7236561669630077
2012-02-01 22:30:00,-0.8542799139416071
2012-02-01 22:45:00,-0.992523016288577
2012-02-01 23:00:00,-0.8694983823846302
2012-02-01 23:15:00,-0.5571762132848332
2012-02-01 23:30:00,-1.118027194416487
