date,Controller1.dump,Controller1.res_load,Battery1.soc,Controller1.flow2b,PV1.pv_gen,Wind1.wind_gen,Load1.load_dem,Grid1.flag_warning
2012-02-01,-75.49405061667163,75.49405061667163,10,0,0.0,0.5357091783328374,80.8511424,0
2012-02-01 00:15:00,-75.72602803630892,75.72602803630892,10,0,0.0,0.5062764763691073,80.7887928,0
2012-02-01 00:30:00,-30.557985075014333,30.557985075014333,10,0,0.0,0.6053168624985663,36.611153699999996,0
2012-02-01 00:45:00,-15.032179666093601,15.032179666093601,10,0,0.0,0.5289224033906396,20.321403699999998,0
2012-02-01 01:00:00,-21.16977911520669,21.16977911520669,10,0,0.0,0.574790368479331,26.917682799999998,0
2012-02-01 01:15:00,-25.422610145442864,25.422610145442864,10,0,0.0,0.5302751454557134,30.7253616,0
2012-02-01 01:30:00,-28.92625390845309,28.92625390845309,10,0,0.0,0.4060813691546903,32.987067599999996,0
2012-02-01 01:45:00,-29.10853530395285,29.10853530395285,10,0,0.0,0.36875664960471527,32.7961018,0
2012-02-01 02:00:00,-19.99014032743797,19.99014032743797,10,0,0.0,0.3530447472562032,23.5205878,0
2012-02-01 02:15:00,-18.340962836800273,18.340962836800273,10,0,0.0,0.30204005631997266,21.3613634,0
2012-02-01 02:30:00,-33.66251406423237,33.66251406423237,10,0,0.0,0.35511336357676315,37.2136477,0
2012-02-01 02:45:00,-39.52531913357004,39.52531913357004,10,0,0.0,0.38821789664299716,43.407498100000005,0
2012-02-01 03:00:00,-32.78127605331895,32.78127605331895,10,0,0.0,0.35719004466810517,36.353176500000004,0
2012-02-01 03:15:00,-26.524975829914272,26.524975829914272,10,0,0.0,0.4026910970085726,30.5518868,0
2012-02-01 03:30:00,-22.163551437795558,22.163551437795558,10,0,0.0,0.35927480622044417,25.7562995,0
2012-02-01 03:45:00,-20.433466030306267,20.433466030306267,10,0,0.0,0.39374273696937323,24.3708934,0
2012-02-01 04:00:00,-21.500595429914274,21.500595429914274,10,0,0.0,0.4026910970085726,25.5275064,0
2012-02-01 04:15:00,-21.407112156246495,21.407112156246495,10,0,0.0,0.28203208437535077,24.227433,0
2012-02-01 04:30:00,-23.30231641405841,23.30231641405841,10,0,0.0,0.2732375485941593,26.034691900000002,0
2012-02-01 04:45:00,-24.021835444215082,24.021835444215082,10,0,0.0,0.23988731557849144,26.420708599999998,0
2012-02-01 05:00:00,-24.025280884970257,24.025280884970257,10,0,0.0,0.20287791150297438,26.05406,0
2012-02-01 05:15:00,-21.75903513957383,21.75903513957383,10,0,0.0,0.23434558604261685,24.102490999999997,0
2012-02-01 05:30:00,-23.81683492685886,23.81683492685886,10,0,0.0,0.23043990731411357,26.121233999999998,0
2012-02-01 05:45:00,-24.422170286273094,24.422170286273094,10,0,0.0,0.19030364137269032,26.3252067,0
2012-02-01 06:00:00,-25.337194599388067,25.337194599388067,10,0,0.0,0.1401205100611932,26.7383997,0
2012-02-01 06:15:00,-23.35748218864594,23.35748218864594,10,0,0.0,0.10232859113540622,24.3807681,0
